Domain,Base Domain,Canonical URL,Agency,Branch,Participates in DAP?
galileo.jpl.nasa.gov,nasa.gov,http://galileo.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
gameon.nasa.gov,nasa.gov,https://gameon.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gamma-ray-history.gsfc.nasa.gov,nasa.gov,http://gamma-ray-history.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gammaray.msfc.nasa.gov,nasa.gov,https://gammaray.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gammaray.nsstc.nasa.gov,nasa.gov,https://gammaray.nsstc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gaooig.hq.nasa.gov,nasa.gov,http://gaooig.hq.nasa.gov,National Aeronautics and Space Administration,Executive,No
garc.gsfc.nasa.gov,nasa.gov,http://garc.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gcd.larc.nasa.gov,nasa.gov,https://gcd.larc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gcdc.gsfc.nasa.gov,nasa.gov,https://gcdc.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gcmd.gsfc.nasa.gov,nasa.gov,http://gcmd.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gcmd.nasa.gov,nasa.gov,http://gcmd.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gcmddemo.gsfc.nasa.gov,nasa.gov,http://gcmddemo.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gcmdidn.gsfc.nasa.gov,nasa.gov,http://gcmdidn.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gcmdservices.gsfc.nasa.gov,nasa.gov,http://gcmdservices.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gcn.gsfc.nasa.gov,nasa.gov,https://gcn.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gcss-dime.giss.nasa.gov,nasa.gov,http://gcss-dime.giss.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gdata1.sci.gsfc.nasa.gov,nasa.gov,http://gdata1.sci.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gdata2.sci.gsfc.nasa.gov,nasa.gov,http://gdata2.sci.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gdc.gsfc.nasa.gov,nasa.gov,http://gdc.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gdscc.nasa.gov,nasa.gov,http://www.gdscc.nasa.gov,National Aeronautics and Space Administration,Executive,No
geeked.gsfc.nasa.gov,nasa.gov,https://geeked.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
geer.grc.nasa.gov,nasa.gov,https://geer.grc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gemini.gsfc.nasa.gov,nasa.gov,http://gemini.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gems.gsfc.nasa.gov,nasa.gov,http://gems.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
genelab-data.ndc.nasa.gov,nasa.gov,https://genelab-data.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
genelab.nasa.gov,nasa.gov,https://genelab.nasa.gov,National Aeronautics and Space Administration,Executive,No
genesat.arc.nasa.gov,nasa.gov,https://genesat.arc.nasa.gov,National Aeronautics and Space Administration,Executive,No
genesatvm.arc.nasa.gov,nasa.gov,https://genesatvm.arc.nasa.gov,National Aeronautics and Space Administration,Executive,No
genesis.jpl.nasa.gov,nasa.gov,http://genesis.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
genome.nasa.gov,nasa.gov,http://genome.nasa.gov,National Aeronautics and Space Administration,Executive,No
genomics.nasa.gov,nasa.gov,http://genomics.nasa.gov,National Aeronautics and Space Administration,Executive,No
geo-cape.gsfc.nasa.gov,nasa.gov,http://geo-cape.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
geo.arc.nasa.gov,nasa.gov,http://geo.arc.nasa.gov,National Aeronautics and Space Administration,Executive,No
geo.pds.nasa.gov,nasa.gov,http://geo.pds.nasa.gov,National Aeronautics and Space Administration,Executive,No
geodynamics.gsfc.nasa.gov,nasa.gov,http://geodynamics.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
geolab.larc.nasa.gov,nasa.gov,https://geolab.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
getmoving.ksc.nasa.gov,nasa.gov,https://getmoving.ksc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gewa.gsfc.nasa.gov,nasa.gov,http://gewa.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gewex-rfa.larc.nasa.gov,nasa.gov,https://gewex-rfa.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gewex-srb.larc.nasa.gov,nasa.gov,https://gewex-srb.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gfo.wff.nasa.gov,nasa.gov,http://gfo.wff.nasa.gov,National Aeronautics and Space Administration,Executive,No
gfssp.msfc.nasa.gov,nasa.gov,https://gfssp.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
ghrc.msfc.nasa.gov,nasa.gov,http://ghrc.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ghrc.nsstc.nasa.gov,nasa.gov,https://ghrc.nsstc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ghrcdev.nsstc.nasa.gov,nasa.gov,https://ghrcdev.nsstc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ghrctest.nsstc.nasa.gov,nasa.gov,http://ghrctest.nsstc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gibs-a.earthdata.nasa.gov,nasa.gov,http://gibs-a.earthdata.nasa.gov,National Aeronautics and Space Administration,Executive,No
gibs-b.earthdata.nasa.gov,nasa.gov,http://gibs-b.earthdata.nasa.gov,National Aeronautics and Space Administration,Executive,No
gibs-c.earthdata.nasa.gov,nasa.gov,http://gibs-c.earthdata.nasa.gov,National Aeronautics and Space Administration,Executive,No
gibs-search.jpl.nasa.gov,nasa.gov,http://gibs-search.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
gibs.earthdata.nasa.gov,nasa.gov,http://gibs.earthdata.nasa.gov,National Aeronautics and Space Administration,Executive,No
gidep.nasa.gov,nasa.gov,http://gidep.nasa.gov,National Aeronautics and Space Administration,Executive,No
gimms.gsfc.nasa.gov,nasa.gov,http://gimms.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
giovanni-beta.gsfc.nasa.gov,nasa.gov,http://giovanni-beta.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
giovanni-test.gesdisc.eosdis.nasa.gov,nasa.gov,http://giovanni-test.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
giovanni.gsfc.nasa.gov,nasa.gov,https://giovanni.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
giovanni.sci.gsfc.nasa.gov,nasa.gov,https://giovanni.sci.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gipsy-oasis.jpl.nasa.gov,nasa.gov,http://gipsy-oasis.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
gipsy.jpl.nasa.gov,nasa.gov,http://gipsy.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
gis.larc.nasa.gov,nasa.gov,https://gis.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gis.ndc.nasa.gov,nasa.gov,https://gis.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
giss.nasa.gov,nasa.gov,http://www.giss.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gissoutput.nccs.nasa.gov,nasa.gov,http://gissoutput.nccs.nasa.gov,National Aeronautics and Space Administration,Executive,No
gissrv6.larc.nasa.gov,nasa.gov,https://gissrv6.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gissrv6.ndc.nasa.gov,nasa.gov,https://gissrv6.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gisx.ndc.nasa.gov,nasa.gov,https://gisx.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
git.earthdata.nasa.gov,nasa.gov,https://git.earthdata.nasa.gov,National Aeronautics and Space Administration,Executive,No
git.sit.earthdata.nasa.gov,nasa.gov,https://git.sit.earthdata.nasa.gov,National Aeronautics and Space Administration,Executive,No
git.uat.earthdata.nasa.gov,nasa.gov,https://git.uat.earthdata.nasa.gov,National Aeronautics and Space Administration,Executive,No
glam1.gsfc.nasa.gov,nasa.gov,http://glam1.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
glas.gsfc.nasa.gov,nasa.gov,http://glas.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
glas.wff.nasa.gov,nasa.gov,http://glas.wff.nasa.gov,National Aeronautics and Space Administration,Executive,No
glast.gsfc.nasa.gov,nasa.gov,http://glast.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gliht.gsfc.nasa.gov,nasa.gov,http://gliht.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
globalastro.gsfc.nasa.gov,nasa.gov,http://globalastro.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
globalchange.gsfc.nasa.gov,nasa.gov,http://globalchange.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
globalchange.nasa.gov,nasa.gov,http://globalchange.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
glory.giss.nasa.gov,nasa.gov,http://glory.giss.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
glory.gsfc.nasa.gov,nasa.gov,https://glory.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
glow.gsfc.nasa.gov,nasa.gov,http://glow.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gmao.gsfc.nasa.gov,nasa.gov,https://gmao.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gmat.gsfc.nasa.gov,nasa.gov,https://gmat.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gmi.gsfc.nasa.gov,nasa.gov,http://gmi.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gms.gsfc.nasa.gov,nasa.gov,http://gms.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gmsec.gsfc.nasa.gov,nasa.gov,https://gmsec.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gmw1.larc.nasa.gov,nasa.gov,https://gmw1.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
go.nasa.gov,nasa.gov,http://go.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
go4eva.jsc.nasa.gov,nasa.gov,https://go4eva.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
goes-r.nsstc.nasa.gov,nasa.gov,https://goes-r.nsstc.nasa.gov,National Aeronautics and Space Administration,Executive,No
goes-rdev.nsstc.nasa.gov,nasa.gov,https://goes-rdev.nsstc.nasa.gov,National Aeronautics and Space Administration,Executive,No
goes-rtest.nsstc.nasa.gov,nasa.gov,https://goes-rtest.nsstc.nasa.gov,National Aeronautics and Space Administration,Executive,No
goes.gsfc.nasa.gov,nasa.gov,http://goes.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
goldsmr1.sci.gsfc.nasa.gov,nasa.gov,http://goldsmr1.sci.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
goldsmr2.sci.gsfc.nasa.gov,nasa.gov,http://goldsmr2.sci.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
goldsmr3.sci.gsfc.nasa.gov,nasa.gov,http://goldsmr3.sci.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
goldsmr4.gesdisc.eosdis.nasa.gov,nasa.gov,https://goldsmr4.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,Executive,No
goldsmr4.sci.gsfc.nasa.gov,nasa.gov,http://goldsmr4.sci.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
goldsmr5.gesdisc.eosdis.nasa.gov,nasa.gov,https://goldsmr5.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,Executive,No
goods.gsfc.nasa.gov,nasa.gov,https://goods.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
goto.jpl.nasa.gov,nasa.gov,http://goto.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
gozcards.jpl.nasa.gov,nasa.gov,http://gozcards.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
gpl.gsfc.nasa.gov,nasa.gov,http://gpl.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gpm.gsfc.nasa.gov,nasa.gov,http://gpm.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gpm.nasa.gov,nasa.gov,https://gpm.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gpm.nsstc.nasa.gov,nasa.gov,http://gpm.nsstc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gpm1.gesdisc.eosdis.nasa.gov,nasa.gov,https://gpm1.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,Executive,No
gprs.gsfc.nasa.gov,nasa.gov,http://gprs.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
graa.gsfc.nasa.gov,nasa.gov,http://graa.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
grace-staging.jpl.nasa.gov,nasa.gov,https://grace-staging.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
grace.jpl.nasa.gov,nasa.gov,http://grace.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gracefo.jpl.nasa.gov,nasa.gov,http://gracefo.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gracetellus.jpl.nasa.gov,nasa.gov,http://gracetellus.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
grants.arc.nasa.gov,nasa.gov,https://grants.arc.nasa.gov,National Aeronautics and Space Administration,Executive,No
grbcat.gsfc.nasa.gov,nasa.gov,http://grbcat.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
grc.nasa.gov,nasa.gov,https://www.grc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
grchistory.grc.nasa.gov,nasa.gov,http://grchistory.grc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
grin.hq.nasa.gov,nasa.gov,http://grin.hq.nasa.gov,National Aeronautics and Space Administration,Executive,No
grip.jpl.nasa.gov,nasa.gov,http://grip.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
grip.nsstc.nasa.gov,nasa.gov,http://grip.nsstc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs-wff-ww1.wff.nasa.gov,nasa.gov,https://gs-wff-ww1.wff.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs400bomgar.ndc.nasa.gov,nasa.gov,http://gs400bomgar.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs450nlm33.gsfc.nasa.gov,nasa.gov,https://gs450nlm33.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs580s-pubweb4.ndc.nasa.gov,nasa.gov,https://gs580s-pubweb4.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs6101-gmao.gsfc.nasa.gov,nasa.gov,https://gs6101-gmao.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs6104oasl1.ndc.nasa.gov,nasa.gov,http://gs6104oasl1.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs611-simplex.giss.nasa.gov,nasa.gov,http://gs611-simplex.giss.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs613-modisatmo.gsfc.nasa.gov,nasa.gov,http://gs613-modisatmo.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs613-neol2.sci.gsfc.nasa.gov,nasa.gov,https://gs613-neol2.sci.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs618-ccesrvl5.gsfc.nasa.gov,nasa.gov,http://gs618-ccesrvl5.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs618-ccesrvl7.gsfc.nasa.gov,nasa.gov,http://gs618-ccesrvl7.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs618-n2cadl1.gsfc.nasa.gov,nasa.gov,http://gs618-n2cadl1.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs618-webl1.gsfc.nasa.gov,nasa.gov,http://gs618-webl1.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs66-vdclambda.ndc.nasa.gov,nasa.gov,https://gs66-vdclambda.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs671-sdodev.ndc.nasa.gov,nasa.gov,http://gs671-sdodev.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs671-suske.ndc.nasa.gov,nasa.gov,https://gs671-suske.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gs672-vho.ndc.nasa.gov,nasa.gov,http://gs672-vho.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gsfc.nasa.gov,nasa.gov,http://www.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gsfcir.gsfc.nasa.gov,nasa.gov,https://gsfcir.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gsfctechnology.gsfc.nasa.gov,nasa.gov,https://gsfctechnology.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
gsfcvpn.gsfc.nasa.gov,nasa.gov,https://gsfcvpn.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gsgoesbomgar.ndc.nasa.gov,nasa.gov,http://gsgoesbomgar.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gslibir.gsfc.nasa.gov,nasa.gov,https://gslibir.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gsrsdo4011.ndc.nasa.gov,nasa.gov,http://gsrsdo4011.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
guac.nccs.nasa.gov,nasa.gov,http://guac.nccs.nasa.gov,National Aeronautics and Space Administration,Executive,No
guestlist.jsc.nasa.gov,nasa.gov,https://guestlist.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
